"User ID","First Name","Last Name","Employee ID","Date","In","Out","Short","OT","LeaveType","Work code","Day type"
"3","Gwen Atasha","Lumagbas","1-00002","07/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","07/01/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","07/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","07/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","07/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","07/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","07/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","07/01/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","07/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","08/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","08/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","08/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","08/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","08/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","08/01/2026","13:00","17:00","","","None","","Workday"
"8","Roberto","Lim","1-00007","08/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","08/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","08/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","08/01/2026","08:00","16:40","20","","None","","Workday"
"2","Franklin","Moris","1-00001","09/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","09/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","09/01/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","09/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","09/01/2026","08:17","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","09/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","09/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","09/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","09/01/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","09/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","10/01/2026","","","","","None","","Restday"
"3","Gwen Atasha","Lumagbas","1-00002","10/01/2026","","","","","None","","Restday"
"4","Maron","Javier","1-00003","10/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","10/01/2026","","","","","None","","Restday"
"6","Miguel","Reyes","1-00005","10/01/2026","","","","","None","","Restday"
"7","Ana","Cruz","1-00006","10/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","10/01/2026","","","","","None","","Restday"
"9","Maria","Gonzales","1-00008","10/01/2026","","","","","None","","Restday"
"10","James","Villanueva","1-00009","10/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","10/01/2026","","","","","None","","Restday"
"2","Franklin","Moris","1-00001","11/01/2026","","","","","None","","Restday"
"3","Gwen Atasha","Lumagbas","1-00002","11/01/2026","","","","","None","","Restday"
"4","Maron","Javier","1-00003","11/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","11/01/2026","","","","","None","","Restday"
"6","Miguel","Reyes","1-00005","11/01/2026","","","","","None","","Restday"
"7","Ana","Cruz","1-00006","11/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","11/01/2026","","","","","None","","Restday"
"9","Maria","Gonzales","1-00008","11/01/2026","","","","","None","","Restday"
"10","James","Villanueva","1-00009","11/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","11/01/2026","","","","","None","","Restday"
"2","Franklin","Moris","1-00001","12/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","12/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","12/01/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","12/01/2026","08:17","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","12/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","12/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","12/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","12/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","12/01/2026","13:12","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","12/01/2026","08:17","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","13/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","13/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","13/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","13/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","13/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","13/01/2026","13:00","17:00","","","None","","Workday"
"8","Roberto","Lim","1-00007","13/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","13/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","13/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","13/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","14/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","14/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","14/01/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","14/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","14/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","14/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","14/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","14/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","14/01/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","14/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","15/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","15/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","15/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","15/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","15/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","15/01/2026","13:00","17:00","","","None","","Workday"
"8","Roberto","Lim","1-00007","15/01/2026","08:00","18:30","","1","None","","Workday"
"9","Maria","Gonzales","1-00008","15/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","15/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","15/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","16/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","16/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","16/01/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","16/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","16/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","16/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","16/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","16/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","16/01/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","16/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","17/01/2026","","","","","None","","Restday"
"3","Gwen Atasha","Lumagbas","1-00002","17/01/2026","","","","","None","","Restday"
"4","Maron","Javier","1-00003","17/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","17/01/2026","","","","","None","","Restday"
"6","Miguel","Reyes","1-00005","17/01/2026","","","","","None","","Restday"
"7","Ana","Cruz","1-00006","17/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","17/01/2026","","","","","None","","Restday"
"9","Maria","Gonzales","1-00008","17/01/2026","","","","","None","","Restday"
"10","James","Villanueva","1-00009","17/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","17/01/2026","","","","","None","","Restday"
"2","Franklin","Moris","1-00001","18/01/2026","","","","","None","","Restday"
"3","Gwen Atasha","Lumagbas","1-00002","18/01/2026","","","","","None","","Restday"
"4","Maron","Javier","1-00003","18/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","18/01/2026","","","","","None","","Restday"
"6","Miguel","Reyes","1-00005","18/01/2026","","","","","None","","Restday"
"7","Ana","Cruz","1-00006","18/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","18/01/2026","","","","","None","","Restday"
"9","Maria","Gonzales","1-00008","18/01/2026","","","","","None","","Restday"
"10","James","Villanueva","1-00009","18/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","18/01/2026","","","","","None","","Restday"
"2","Franklin","Moris","1-00001","19/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","19/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","19/01/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","19/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","19/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","19/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","19/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","19/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","19/01/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","19/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","20/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","20/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","20/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","20/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","20/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","20/01/2026","13:00","17:00","","","None","","Workday"
"8","Roberto","Lim","1-00007","20/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","20/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","20/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","20/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","21/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","21/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","21/01/2026","13:00","16:40","20","","None","","Workday"
"5","Elena","Santos","1-00004","21/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","21/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","21/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","21/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","21/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","21/01/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","21/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","22/01/2026","08:00","16:40","20","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","22/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","22/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","22/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","22/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","22/01/2026","","","","","SL","","Workday"
"8","Roberto","Lim","1-00007","22/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","22/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","22/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","22/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","23/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","23/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","23/01/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","23/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","23/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","23/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","23/01/2026","08:00","16:40","20","","None","","Workday"
"9","Maria","Gonzales","1-00008","23/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","23/01/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","23/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","24/01/2026","","","","","None","","Restday"
"3","Gwen Atasha","Lumagbas","1-00002","24/01/2026","","","","","None","","Restday"
"4","Maron","Javier","1-00003","24/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","24/01/2026","","","","","None","","Restday"
"6","Miguel","Reyes","1-00005","24/01/2026","","","","","None","","Restday"
"7","Ana","Cruz","1-00006","24/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","24/01/2026","","","","","None","","Restday"
"9","Maria","Gonzales","1-00008","24/01/2026","","","","","None","","Restday"
"10","James","Villanueva","1-00009","24/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","24/01/2026","","","","","None","","Restday"
"2","Franklin","Moris","1-00001","25/01/2026","","","","","None","","Restday"
"3","Gwen Atasha","Lumagbas","1-00002","25/01/2026","","","","","None","","Restday"
"4","Maron","Javier","1-00003","25/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","25/01/2026","","","","","None","","Restday"
"6","Miguel","Reyes","1-00005","25/01/2026","","","","","None","","Restday"
"7","Ana","Cruz","1-00006","25/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","25/01/2026","","","","","None","","Restday"
"9","Maria","Gonzales","1-00008","25/01/2026","","","","","None","","Restday"
"10","James","Villanueva","1-00009","25/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","25/01/2026","","","","","None","","Restday"
"2","Franklin","Moris","1-00001","26/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","26/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","26/01/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","26/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","26/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","26/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","26/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","26/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","26/01/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","26/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","27/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","27/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","27/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","27/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","27/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","27/01/2026","13:00","17:00","","","None","","Workday"
"8","Roberto","Lim","1-00007","27/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","27/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","27/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","27/01/2026","08:00","16:40","20","","None","","Workday"
"2","Franklin","Moris","1-00001","28/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","28/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","28/01/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","28/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","28/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","28/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","28/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","28/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","28/01/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","28/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","29/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","29/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","29/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","29/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","29/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","29/01/2026","13:00","17:00","","","None","","Workday"
"8","Roberto","Lim","1-00007","29/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","29/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","29/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","29/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","30/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","30/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","30/01/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","30/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","30/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","30/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","30/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","30/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","30/01/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","30/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","31/01/2026","","","","","None","","Restday"
"3","Gwen Atasha","Lumagbas","1-00002","31/01/2026","","","","","None","","Restday"
"4","Maron","Javier","1-00003","31/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","31/01/2026","","","","","None","","Restday"
"6","Miguel","Reyes","1-00005","31/01/2026","","","","","None","","Restday"
"7","Ana","Cruz","1-00006","31/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","31/01/2026","","","","","None","","Restday"
"9","Maria","Gonzales","1-00008","31/01/2026","","","","","None","","Restday"
"10","James","Villanueva","1-00009","31/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","31/01/2026","","","","","None","","Restday"
"2","Franklin","Moris","1-00001","01/02/2026","","","","","None","","Restday"
"3","Gwen Atasha","Lumagbas","1-00002","01/02/2026","","","","","None","","Restday"
"4","Maron","Javier","1-00003","01/02/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","01/02/2026","","","","","VL","","Workday"
"6","Miguel","Reyes","1-00005","01/02/2026","","","","","None","","Restday"
"7","Ana","Cruz","1-00006","01/02/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","01/02/2026","","","","","None","","Restday"
"9","Maria","Gonzales","1-00008","01/02/2026","","","","","None","","Restday"
"10","James","Villanueva","1-00009","01/02/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","01/02/2026","","","","","None","","Restday"
"2","Franklin","Moris","1-00001","02/02/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","02/02/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","02/02/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","02/02/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","02/02/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","02/02/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","02/02/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","02/02/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","02/02/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","02/02/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","03/02/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","03/02/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","03/02/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","03/02/2026","08:17","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","03/02/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","03/02/2026","13:00","17:00","","","None","","Workday"
"8","Roberto","Lim","1-00007","03/02/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","03/02/2026","09:00","16:40","20","","None","","Workday"
"10","James","Villanueva","1-00009","03/02/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","03/02/2026","","","","","SL","","Workday"
"2","Franklin","Moris","1-00001","04/02/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","04/02/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","04/02/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","04/02/2026","08:30","16:40","20","","None","","Workday"
"6","Miguel","Reyes","1-00005","04/02/2026","08:00","17:00","","","None","","Workday"
