"User ID","First Name","Last Name","Employee ID","Date","In","Out","Short","OT","LeaveType","Work code","Day type"
"2","Franklin","Moris","1-00001","11/03/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","11/03/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","11/03/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","11/03/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","11/03/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","11/03/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","11/03/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","11/03/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","11/03/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","11/03/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","12/03/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","12/03/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","12/03/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","12/03/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","12/03/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","12/03/2026","13:00","17:00","","","None","","Workday"
"8","Roberto","Lim","1-00007","12/03/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","12/03/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","12/03/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","12/03/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","13/03/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","13/03/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","13/03/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","13/03/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","13/03/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","13/03/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","13/03/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","13/03/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","13/03/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","13/03/2026","08:17","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","14/03/2026","","","","","None","","Restday"
"3","Gwen Atasha","Lumagbas","1-00002","14/03/2026","","","","","None","","Restday"
"4","Maron","Javier","1-00003","14/03/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","14/03/2026","","","","","None","","Restday"
"6","Miguel","Reyes","1-00005","14/03/2026","","","","","None","","Restday"
"7","Ana","Cruz","1-00006","14/03/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","14/03/2026","","","","","None","","Restday"
"9","Maria","Gonzales","1-00008","14/03/2026","","","","","None","","Restday"
"10","James","Villanueva","1-00009","14/03/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","14/03/2026","","","","","None","","Restday"
"2","Franklin","Moris","1-00001","15/03/2026","","","","","None","","Restday"
"3","Gwen Atasha","Lumagbas","1-00002","15/03/2026","","","","","None","","Restday"
"4","Maron","Javier","1-00003","15/03/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","15/03/2026","","","","","None","","Restday"
"6","Miguel","Reyes","1-00005","15/03/2026","","","","","None","","Restday"
"7","Ana","Cruz","1-00006","15/03/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","15/03/2026","","","","","None","","Restday"
"9","Maria","Gonzales","1-00008","15/03/2026","","","","","None","","Restday"
"10","James","Villanueva","1-00009","15/03/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","15/03/2026","","","","","None","","Restday"
