"User ID","First Name","Last Name","Employee ID","Date","In","Out","Short","OT","LeaveType","Work code","Day type"
"4","Maron","Javier","1-00003","21/01/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","21/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","21/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","21/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","21/01/2026","08:00","16:40","20","","None","","Workday"
"9","Maria","Gonzales","1-00008","21/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","21/01/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","21/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","22/01/2026","08:00","16:40","20","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","22/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","22/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","22/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","22/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","22/01/2026","","","","","SL","","Workday"
"8","Roberto","Lim","1-00007","22/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","22/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","22/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","22/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","23/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","23/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","23/01/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","23/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","23/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","23/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","23/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","23/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","23/01/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","23/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","24/01/2026","","","","","None","","Restday"
"3","Gwen Atasha","Lumagbas","1-00002","24/01/2026","","","","","None","","Restday"
"4","Maron","Javier","1-00003","24/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","24/01/2026","","","","","None","","Restday"
"6","Miguel","Reyes","1-00005","24/01/2026","","","","","None","","Restday"
"7","Ana","Cruz","1-00006","24/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","24/01/2026","","","","","None","","Restday"
"9","Maria","Gonzales","1-00008","24/01/2026","","","","","None","","Restday"
"10","James","Villanueva","1-00009","24/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","24/01/2026","","","","","None","","Restday"
"2","Franklin","Moris","1-00001","25/01/2026","","","","","None","","Restday"
"3","Gwen Atasha","Lumagbas","1-00002","25/01/2026","","","","","None","","Restday"
"4","Maron","Javier","1-00003","25/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","25/01/2026","","","","","None","","Restday"
"6","Miguel","Reyes","1-00005","25/01/2026","","","","","None","","Restday"
"7","Ana","Cruz","1-00006","25/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","25/01/2026","","","","","None","","Restday"
"9","Maria","Gonzales","1-00008","25/01/2026","","","","","None","","Restday"
"10","James","Villanueva","1-00009","25/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","25/01/2026","","","","","None","","Restday"
"2","Franklin","Moris","1-00001","26/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","26/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","26/01/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","26/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","26/01/2026","08:17","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","26/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","26/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","26/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","26/01/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","26/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","27/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","27/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","27/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","27/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","27/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","27/01/2026","13:00","17:00","","","None","","Workday"
"8","Roberto","Lim","1-00007","27/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","27/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","27/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","27/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","28/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","28/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","28/01/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","28/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","28/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","28/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","28/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","28/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","28/01/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","28/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","29/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","29/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","29/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","29/01/2026","08:17","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","29/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","29/01/2026","13:00","17:00","","","None","","Workday"
"8","Roberto","Lim","1-00007","29/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","29/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","29/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","29/01/2026","08:00","16:40","20","","None","","Workday"
"2","Franklin","Moris","1-00001","30/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","30/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","30/01/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","30/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","30/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","30/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","30/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","30/01/2026","09:22","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","30/01/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","30/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","31/01/2026","","","","","None","","Restday"
"3","Gwen Atasha","Lumagbas","1-00002","31/01/2026","","","","","None","","Restday"
"4","Maron","Javier","1-00003","31/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","31/01/2026","","","","","None","","Restday"
"6","Miguel","Reyes","1-00005","31/01/2026","","","","","None","","Restday"
"7","Ana","Cruz","1-00006","31/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","31/01/2026","","","","","None","","Restday"
"9","Maria","Gonzales","1-00008","31/01/2026","","","","","None","","Restday"
"10","James","Villanueva","1-00009","31/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","31/01/2026","","","","","None","","Restday"
