"User ID","First Name","Last Name","Employee ID","Date","In","Out","Short","OT","LeaveType","Work code","Day type"
"3","Gwen Atasha","Lumagbas","1-00002","07/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","07/01/2026","13:00","16:40","20","","None","","Workday"
"5","Elena","Santos","1-00004","07/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","07/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","07/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","07/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","07/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","07/01/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","07/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","08/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","08/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","08/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","08/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","08/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","08/01/2026","13:00","17:00","","","None","","Workday"
"8","Roberto","Lim","1-00007","08/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","08/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","08/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","08/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","09/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","09/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","09/01/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","09/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","09/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","09/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","09/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","09/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","09/01/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","09/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","10/01/2026","","","","","None","","Restday"
"3","Gwen Atasha","Lumagbas","1-00002","10/01/2026","","","","","None","","Restday"
"4","Maron","Javier","1-00003","10/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","10/01/2026","","","","","None","","Restday"
"6","Miguel","Reyes","1-00005","10/01/2026","","","","","None","","Restday"
"7","Ana","Cruz","1-00006","10/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","10/01/2026","","","","","None","","Restday"
"9","Maria","Gonzales","1-00008","10/01/2026","","","","","None","","Restday"
"10","James","Villanueva","1-00009","10/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","10/01/2026","","","","","None","","Restday"
"2","Franklin","Moris","1-00001","11/01/2026","","","","","None","","Restday"
"3","Gwen Atasha","Lumagbas","1-00002","11/01/2026","","","","","None","","Restday"
"4","Maron","Javier","1-00003","11/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","11/01/2026","","","","","None","","Restday"
"6","Miguel","Reyes","1-00005","11/01/2026","","","","","None","","Restday"
"7","Ana","Cruz","1-00006","11/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","11/01/2026","","","","","None","","Restday"
"9","Maria","Gonzales","1-00008","11/01/2026","","","","","None","","Restday"
"10","James","Villanueva","1-00009","11/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","11/01/2026","","","","","None","","Restday"
"2","Franklin","Moris","1-00001","12/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","12/01/2026","08:00","16:40","20","","None","","Workday"
"4","Maron","Javier","1-00003","12/01/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","12/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","12/01/2026","08:17","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","12/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","12/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","12/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","12/01/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","12/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","13/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","13/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","13/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","13/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","13/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","13/01/2026","13:00","17:00","","","None","","Workday"
"8","Roberto","Lim","1-00007","13/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","13/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","13/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","13/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","14/01/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","14/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","14/01/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","14/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","14/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","14/01/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","14/01/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","14/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","14/01/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","14/01/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","15/01/2026","08:17","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","15/01/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","15/01/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","15/01/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","15/01/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","15/01/2026","13:00","17:00","","","None","","Workday"
"8","Roberto","Lim","1-00007","15/01/2026","08:00","18:30","","1","None","","Workday"
"9","Maria","Gonzales","1-00008","15/01/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","15/01/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","15/01/2026","08:00","17:00","","","None","","Workday"
