"User ID","First Name","Last Name","Employee ID","Date","In","Out","Short","OT","LeaveType","Work code","Day type"
"8","Roberto","Lim","1-00007","12/04/2026","","","","","None","","Restday"
"9","Maria","Gonzales","1-00008","12/04/2026","","","","","None","","Restday"
"10","James","Villanueva","1-00009","12/04/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","12/04/2026","","","","","None","","Restday"
"2","Franklin","Moris","1-00001","13/04/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","13/04/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","13/04/2026","13:00","16:40","20","","None","","Workday"
"5","Elena","Santos","1-00004","13/04/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","13/04/2026","08:17","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","13/04/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","13/04/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","13/04/2026","09:22","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","13/04/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","13/04/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","14/04/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","14/04/2026","","","","","VL","","Workday"
"4","Maron","Javier","1-00003","14/04/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","14/04/2026","08:17","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","14/04/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","14/04/2026","13:00","17:00","","","None","","Workday"
"8","Roberto","Lim","1-00007","14/04/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","14/04/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","14/04/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","14/04/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","15/04/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","15/04/2026","","","","","VL","","Workday"
"4","Maron","Javier","1-00003","15/04/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","15/04/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","15/04/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","15/04/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","15/04/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","15/04/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","15/04/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","15/04/2026","08:00","17:00","","","None","","Workday"
