"User ID","First Name","Last Name","Employee ID","Date","In","Out","Short","OT","LeaveType","Work code","Day type"
"9","Maria","Gonzales","1-00008","18/05/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","18/05/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","18/05/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","19/05/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","19/05/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","19/05/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","19/05/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","19/05/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","19/05/2026","13:00","17:00","","","None","","Workday"
"8","Roberto","Lim","1-00007","19/05/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","19/05/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","19/05/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","19/05/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","20/05/2026","08:17","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","20/05/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","20/05/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","20/05/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","20/05/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","20/05/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","20/05/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","20/05/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","20/05/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","20/05/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","21/05/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","21/05/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","21/05/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","21/05/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","21/05/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","21/05/2026","13:00","17:00","","","None","","Workday"
"8","Roberto","Lim","1-00007","21/05/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","21/05/2026","09:22","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","21/05/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","21/05/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","22/05/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","22/05/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","22/05/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","22/05/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","22/05/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","22/05/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","22/05/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","22/05/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","22/05/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","22/05/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","23/05/2026","","","","","None","","Restday"
"3","Gwen Atasha","Lumagbas","1-00002","23/05/2026","","","","","None","","Restday"
"4","Maron","Javier","1-00003","23/05/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","23/05/2026","","","","","None","","Restday"
"6","Miguel","Reyes","1-00005","23/05/2026","","","","","None","","Restday"
"7","Ana","Cruz","1-00006","23/05/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","23/05/2026","","","","","None","","Restday"
"9","Maria","Gonzales","1-00008","23/05/2026","","","","","None","","Restday"
"10","James","Villanueva","1-00009","23/05/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","23/05/2026","","","","","None","","Restday"
"2","Franklin","Moris","1-00001","24/05/2026","","","","","None","","Restday"
"3","Gwen Atasha","Lumagbas","1-00002","24/05/2026","","","","","None","","Restday"
"4","Maron","Javier","1-00003","24/05/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","24/05/2026","","","","","None","","Restday"
"6","Miguel","Reyes","1-00005","24/05/2026","","","","","None","","Restday"
"7","Ana","Cruz","1-00006","24/05/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","24/05/2026","","","","","None","","Restday"
"9","Maria","Gonzales","1-00008","24/05/2026","","","","","None","","Restday"
"10","James","Villanueva","1-00009","24/05/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","24/05/2026","","","","","None","","Restday"
"2","Franklin","Moris","1-00001","25/05/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","25/05/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","25/05/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","25/05/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","25/05/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","25/05/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","25/05/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","25/05/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","25/05/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","25/05/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","26/05/2026","08:17","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","26/05/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","26/05/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","26/05/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","26/05/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","26/05/2026","13:00","17:00","","","None","","Workday"
"8","Roberto","Lim","1-00007","26/05/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","26/05/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","26/05/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","26/05/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","27/05/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","27/05/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","27/05/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","27/05/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","27/05/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","27/05/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","27/05/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","27/05/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","27/05/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","27/05/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","28/05/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","28/05/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","28/05/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","28/05/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","28/05/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","28/05/2026","13:00","17:00","","","None","","Workday"
"8","Roberto","Lim","1-00007","28/05/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","28/05/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","28/05/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","28/05/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","29/05/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","29/05/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","29/05/2026","13:12","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","29/05/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","29/05/2026","08:00","17:00","","","None","","Workday"
"7","Ana","Cruz","1-00006","29/05/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","29/05/2026","08:00","17:00","","","None","","Workday"
"9","Maria","Gonzales","1-00008","29/05/2026","09:00","18:00","","","None","","Workday"
"10","James","Villanueva","1-00009","29/05/2026","13:00","17:00","","","None","","Workday"
"11","Patricia","Ng","1-00010","29/05/2026","08:00","17:00","","","None","","Workday"
"2","Franklin","Moris","1-00001","30/05/2026","","","","","None","","Restday"
"3","Gwen Atasha","Lumagbas","1-00002","30/05/2026","","","","","None","","Restday"
"4","Maron","Javier","1-00003","30/05/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","30/05/2026","","","","","None","","Restday"
"6","Miguel","Reyes","1-00005","30/05/2026","","","","","None","","Restday"
"7","Ana","Cruz","1-00006","30/05/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","30/05/2026","","","","","None","","Restday"
"9","Maria","Gonzales","1-00008","30/05/2026","","","","","None","","Restday"
"10","James","Villanueva","1-00009","30/05/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","30/05/2026","","","","","None","","Restday"
"2","Franklin","Moris","1-00001","31/05/2026","","","","","None","","Restday"
"3","Gwen Atasha","Lumagbas","1-00002","31/05/2026","","","","","None","","Restday"
"4","Maron","Javier","1-00003","31/05/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","31/05/2026","","","","","None","","Restday"
"6","Miguel","Reyes","1-00005","31/05/2026","","","","","None","","Restday"
"7","Ana","Cruz","1-00006","31/05/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","31/05/2026","","","","","None","","Restday"
"9","Maria","Gonzales","1-00008","31/05/2026","","","","","None","","Restday"
"10","James","Villanueva","1-00009","31/05/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","31/05/2026","","","","","None","","Restday"
